"20001","20001","1000","default","2021-05-05 10:08:54","2021-05-05 10:09:15","2021-05-05 10:09:47","53","32","NORMAL_UNSPECIFIED","bb2d29ec-0791-43b9-ac49-d224fc64336e","b4dffa09-0481-40be-931b-f6d88be29498","20001","opus","opus"
"20001","20001","20002","default","2021-05-05 10:15:12","","2021-05-05 10:15:22","10","0","NORMAL_CLEARING","5b97029c-6c22-4e99-b02a-ad60e0d1bf44","","20001","",""
"20001","20001","20002","default","2021-05-05 10:17:16","","2021-05-05 10:17:26","10","0","NORMAL_CLEARING","7b5fe512-9205-49eb-853b-e69467634fc3","","20001","",""
"20001","20001","20002","default","2021-05-05 10:19:01","","2021-05-05 10:19:11","10","0","NORMAL_CLEARING","9d146e85-5979-4e81-8d56-ffbcc12e9ea7","","20001","",""
"20001","20001","20002","default","2021-05-05 10:19:34","","2021-05-05 10:19:44","10","0","NORMAL_CLEARING","871edcd4-4434-4c52-9b46-b3706dc87211","","20001","",""
"20001","20001","20002","default","2021-05-05 10:20:52","","2021-05-05 10:21:02","10","0","NORMAL_CLEARING","f207a8ce-3c84-4ba4-bf39-1043f5fff13b","","20001","",""
"20001","20001","20002","default","2021-05-05 10:26:13","","2021-05-05 10:26:23","10","0","NORMAL_CLEARING","29cce6b9-1d80-4df9-b90a-d57e6710ccb4","","20001","",""
"20001","20001","20002","default","2021-05-05 10:26:36","","2021-05-05 10:26:46","10","0","NORMAL_CLEARING","91ebf397-b1d2-4334-b462-e740e1343f2d","","20001","",""
"20001","20001","20002","default","2021-05-05 10:28:20","","2021-05-05 10:28:30","10","0","NORMAL_CLEARING","47447811-7274-4985-9012-8f9429db105a","","20001","",""
"20001","20001","2000","default","2021-05-05 10:29:36","","2021-05-05 10:30:01","25","0","CALL_REJECTED","2f212ea9-98a1-4a80-b766-b360afa035a9","","20001","",""
"20001","20001","2000","default","2021-05-05 10:32:49","","2021-05-05 10:33:04","15","0","CALL_REJECTED","6bf69534-cb86-4238-833f-8e7be007bbb3","","20001","",""
"20001","20001","2000","default","2021-05-05 10:33:37","","2021-05-05 10:33:50","13","0","ORIGINATOR_CANCEL","874d4f5f-ce02-4612-a3d3-d68325160aac","","20001","",""
"20001","20001","20002","default","2021-05-05 10:34:55","","2021-05-05 10:35:05","10","0","NORMAL_CLEARING","249ac608-933c-4491-a9ff-80787744fcc0","","20001","",""
"20001","20001","20002","default","2021-05-05 10:36:13","","2021-05-05 10:36:23","10","0","NORMAL_CLEARING","e30bc8c1-c308-471d-97f9-5f2f510696e3","","20001","",""
"20001","20001","20002","default","2021-05-05 10:39:57","","2021-05-05 10:40:10","13","0","NORMAL_CLEARING","469ca032-57ad-4f71-8aff-6c7920952b78","","20001","",""
"20001","20001","20002","default","2021-05-05 10:40:48","","2021-05-05 10:40:59","11","0","NORMAL_CLEARING","d8105e81-af82-4d8b-93f4-530f56f6a3eb","","20001","",""
"20001","20001","20002","default","2021-05-05 10:42:07","","2021-05-05 10:42:21","14","0","NORMAL_CLEARING","27d83413-1cc7-4c36-8413-e9d9ec1002b1","","20001","",""
"20001","20001","20002","default","2021-05-05 10:43:52","","2021-05-05 10:44:05","13","0","NORMAL_CLEARING","0496e148-8e29-4723-9daa-b3fa4b2846ae","","20001","",""
"20001","20001","20002","default","2021-05-05 10:44:46","","2021-05-05 10:44:56","10","0","NORMAL_CLEARING","8bcd1731-8a6c-486d-b5d8-fc8bf3c8fbc0","","20001","",""
"20001","20001","20002","default","2021-05-05 10:45:57","","2021-05-05 10:46:09","12","0","NORMAL_CLEARING","b78c3174-ad93-4613-813f-14a7643e293d","","20001","",""
"20001","20001","20002","default","2021-05-05 10:47:33","","2021-05-05 10:47:46","13","0","NORMAL_CLEARING","e61345be-6d08-415e-a4a2-faa0cccbc020","","20001","",""
